op_name, stream_id, start_time(ms), duration(ms)
Default/AtomicAddrClean-op29,4,3189614361.36953,0.00114
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614361.37078,0.00123
Default/AtomicAddrClean-op30,4,3189614361.37212,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614361.37344,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614361.37472,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614361.37602,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614363.08035,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614363.08486,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614363.08616,0.00109
Default/AtomicAddrClean-op28,4,3189614363.08737,0.0011
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614363.08858,0.00107
Default/Mul-op7,4,3189614363.08976,0.00111
Default/AtomicAddrClean-op29,4,3189614363.09098,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614363.09228,0.00122
Default/AtomicAddrClean-op30,4,3189614363.09361,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614363.0949,0.00117
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614363.09618,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614363.09749,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614364.7842,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614364.78871,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614364.79001,0.00108
Default/AtomicAddrClean-op28,4,3189614364.7912,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614364.7925,0.0011
Default/Mul-op7,4,3189614364.79371,0.00111
Default/AtomicAddrClean-op29,4,3189614364.79493,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614364.79623,0.00119
Default/AtomicAddrClean-op30,4,3189614364.79753,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614364.79883,0.00118
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614364.80013,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614364.80146,0.00123
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614366.52229,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614366.52704,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614366.5286,0.00109
Default/AtomicAddrClean-op28,4,3189614366.53005,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614366.53155,0.0011
Default/Mul-op7,4,3189614366.53303,0.00115
Default/AtomicAddrClean-op29,4,3189614366.53454,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614366.5361,0.00118
Default/AtomicAddrClean-op30,4,3189614366.53764,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614366.5392,0.00117
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614366.54072,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614366.54202,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614368.2319,0.00443
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614368.23645,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614368.23775,0.00108
Default/AtomicAddrClean-op28,4,3189614368.23894,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614368.24024,0.00107
Default/Mul-op7,4,3189614368.24142,0.00115
Default/AtomicAddrClean-op29,4,3189614368.24268,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614368.24398,0.00122
Default/AtomicAddrClean-op30,4,3189614368.24531,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614368.2466,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614368.24787,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614368.24917,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614369.925,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614369.92951,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614369.93078,0.00107
Default/AtomicAddrClean-op28,4,3189614369.93197,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614369.93326,0.00107
Default/Mul-op7,4,3189614369.93444,0.0011
Default/AtomicAddrClean-op29,4,3189614369.93566,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614369.93696,0.00122
Default/AtomicAddrClean-op30,4,3189614369.9383,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614369.93959,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614369.94087,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614369.9422,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614371.63816,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614371.64266,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614371.64393,0.0011
Default/AtomicAddrClean-op28,4,3189614371.64514,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614371.64644,0.00106
Default/Mul-op7,4,3189614371.64762,0.00115
Default/AtomicAddrClean-op29,4,3189614371.64888,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614371.65018,0.00119
Default/AtomicAddrClean-op30,4,3189614371.65149,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614371.65279,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614371.65406,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614371.6554,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614373.34844,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614373.35295,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614373.35422,0.00109
Default/AtomicAddrClean-op28,4,3189614373.35542,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614373.35668,0.00106
Default/Mul-op7,4,3189614373.35786,0.0011
Default/AtomicAddrClean-op29,4,3189614373.35908,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614373.36038,0.00121
Default/AtomicAddrClean-op30,4,3189614373.3617,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614373.363,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614373.36427,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614373.36562,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614375.08247,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614375.08698,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614375.08828,0.00109
Default/AtomicAddrClean-op28,4,3189614375.08948,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614375.09074,0.00107
Default/Mul-op7,4,3189614375.09192,0.00111
Default/AtomicAddrClean-op29,4,3189614375.09314,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614375.09444,0.00119
Default/AtomicAddrClean-op30,4,3189614375.09574,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614375.09704,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614375.09832,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614375.09965,0.00119
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614376.72259,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614376.7271,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614376.7284,0.00109
Default/AtomicAddrClean-op28,4,3189614376.7296,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614376.73086,0.00107
Default/Mul-op7,4,3189614376.73204,0.0011
Default/AtomicAddrClean-op29,4,3189614376.73326,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614376.73456,0.00119
Default/AtomicAddrClean-op30,4,3189614376.73586,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614376.73718,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614376.73845,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614376.73974,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614378.38007,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614378.38458,0.00117
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614378.38586,0.00109
Default/AtomicAddrClean-op28,4,3189614378.38706,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614378.38836,0.0011
Default/Mul-op7,4,3189614378.38957,0.00111
Default/AtomicAddrClean-op29,4,3189614378.39079,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614378.39208,0.00123
Default/AtomicAddrClean-op30,4,3189614378.39342,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614378.39471,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614378.39598,0.00117
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614378.39727,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614380.02104,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614380.02554,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614380.02681,0.00109
Default/AtomicAddrClean-op28,4,3189614380.02801,0.00111
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614380.02924,0.00106
Default/Mul-op7,4,3189614380.03041,0.00111
Default/AtomicAddrClean-op29,4,3189614380.03163,0.00112
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614380.03286,0.00119
Default/AtomicAddrClean-op30,4,3189614380.03416,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614380.03545,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614380.03672,0.00117
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614380.038,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614381.65617,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614381.66067,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614381.66194,0.00108
Default/AtomicAddrClean-op28,4,3189614381.66314,0.0011
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614381.66435,0.00107
Default/Mul-op7,4,3189614381.66553,0.00111
Default/AtomicAddrClean-op29,4,3189614381.66675,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614381.66805,0.00121
Default/AtomicAddrClean-op30,4,3189614381.66937,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614381.67067,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614381.67195,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614381.67328,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614383.47806,0.00438
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614383.48256,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614383.48383,0.00108
Default/AtomicAddrClean-op28,4,3189614383.48502,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614383.48628,0.0011
Default/Mul-op7,4,3189614383.48749,0.0011
Default/AtomicAddrClean-op29,4,3189614383.48871,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614383.49,0.00119
Default/AtomicAddrClean-op30,4,3189614383.4913,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614383.4926,0.00118
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614383.4939,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614383.49523,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614385.18693,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614385.1917,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614385.19325,0.00108
Default/AtomicAddrClean-op28,4,3189614385.19471,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614385.1962,0.00111
Default/Mul-op7,4,3189614385.19768,0.0011
Default/AtomicAddrClean-op29,4,3189614385.19914,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614385.20071,0.00118
Default/AtomicAddrClean-op30,4,3189614385.202,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614385.2033,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614385.20458,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614385.20587,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614386.91553,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614386.92003,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614386.92131,0.00107
Default/AtomicAddrClean-op28,4,3189614386.9225,0.0011
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614386.92371,0.0011
Default/Mul-op7,4,3189614386.92492,0.0011
Default/AtomicAddrClean-op29,4,3189614386.92613,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614386.92743,0.00121
Default/AtomicAddrClean-op30,4,3189614386.92875,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614386.93007,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614386.93134,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614386.93264,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614388.61812,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614388.62263,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614388.62392,0.00109
Default/AtomicAddrClean-op28,4,3189614388.62512,0.00112
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614388.62635,0.00107
Default/Mul-op7,4,3189614388.62753,0.00116
Default/AtomicAddrClean-op29,4,3189614388.6288,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614388.6301,0.00121
Default/AtomicAddrClean-op30,4,3189614388.63142,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614388.63272,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614388.63399,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614388.63533,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614390.32382,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614390.32833,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614390.3296,0.00109
Default/AtomicAddrClean-op28,4,3189614390.3308,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614390.33206,0.0011
Default/Mul-op7,4,3189614390.33327,0.0011
Default/AtomicAddrClean-op29,4,3189614390.33449,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614390.33578,0.0012
Default/AtomicAddrClean-op30,4,3189614390.33709,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614390.33839,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614390.33967,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614390.34098,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614392.07174,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614392.07625,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614392.07755,0.00109
Default/AtomicAddrClean-op28,4,3189614392.07875,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614392.08001,0.00107
Default/Mul-op7,4,3189614392.08119,0.00111
Default/AtomicAddrClean-op29,4,3189614392.08241,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614392.08371,0.00119
Default/AtomicAddrClean-op30,4,3189614392.08501,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614392.08631,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614392.08758,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614392.08888,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614393.76458,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614393.76908,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614393.77038,0.00109
Default/AtomicAddrClean-op28,4,3189614393.77158,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614393.77288,0.00107
Default/Mul-op7,4,3189614393.77406,0.00116
Default/AtomicAddrClean-op29,4,3189614393.77533,0.00114
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614393.77659,0.0012
Default/AtomicAddrClean-op30,4,3189614393.7779,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614393.77919,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614393.78047,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614393.7818,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614395.48658,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614395.49108,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614395.49235,0.00108
Default/AtomicAddrClean-op28,4,3189614395.49354,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614395.49479,0.0011
Default/Mul-op7,4,3189614395.496,0.00115
Default/AtomicAddrClean-op29,4,3189614395.49726,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614395.49856,0.00119
Default/AtomicAddrClean-op30,4,3189614395.49986,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614395.50116,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614395.50244,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614395.50373,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614397.23395,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614397.23845,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614397.23975,0.00109
Default/AtomicAddrClean-op28,4,3189614397.24095,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614397.24224,0.00107
Default/Mul-op7,4,3189614397.24342,0.00111
Default/AtomicAddrClean-op29,4,3189614397.24464,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614397.24594,0.00121
Default/AtomicAddrClean-op30,4,3189614397.24726,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614397.24856,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614397.24984,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614397.25115,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614398.9614,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614398.9659,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614398.9672,0.00108
Default/AtomicAddrClean-op28,4,3189614398.96839,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614398.96964,0.0011
Default/Mul-op7,4,3189614398.97085,0.0011
Default/AtomicAddrClean-op29,4,3189614398.97206,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614398.97336,0.00121
Default/AtomicAddrClean-op30,4,3189614398.97468,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614398.97598,0.00117
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614398.97726,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614398.97857,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614400.66744,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614400.67194,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614400.67322,0.00109
Default/AtomicAddrClean-op28,4,3189614400.67442,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614400.67568,0.00111
Default/Mul-op7,4,3189614400.6769,0.00111
Default/AtomicAddrClean-op29,4,3189614400.67812,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614400.67941,0.00121
Default/AtomicAddrClean-op30,4,3189614400.68073,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614400.68205,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614400.68333,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614400.68466,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614402.39619,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614402.4007,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614402.402,0.00109
Default/AtomicAddrClean-op28,4,3189614402.4032,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614402.4045,0.0011
Default/Mul-op7,4,3189614402.40571,0.00111
Default/AtomicAddrClean-op29,4,3189614402.40693,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614402.40823,0.00118
Default/AtomicAddrClean-op30,4,3189614402.40952,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614402.41082,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614402.41209,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614402.41344,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614404.11601,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614404.12078,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614404.12233,0.00108
Default/AtomicAddrClean-op28,4,3189614404.12379,0.00113
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614404.12503,0.0011
Default/Mul-op7,4,3189614404.12624,0.00111
Default/AtomicAddrClean-op29,4,3189614404.12746,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614404.12876,0.00119
Default/AtomicAddrClean-op30,4,3189614404.13006,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614404.13138,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614404.13265,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614404.13395,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614405.8264,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614405.83091,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614405.83218,0.00109
Default/AtomicAddrClean-op28,4,3189614405.83338,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614405.83464,0.0011
Default/Mul-op7,4,3189614405.83585,0.00111
Default/AtomicAddrClean-op29,4,3189614405.83707,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614405.83837,0.00119
Default/AtomicAddrClean-op30,4,3189614405.83967,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614405.84097,0.00116
