op_name, stream_id, start_time(ms), duration(ms)
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614315.80104,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614315.80234,0.00109
Default/AtomicAddrClean-op28,4,3189614315.80354,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614315.80479,0.00107
Default/Mul-op7,4,3189614315.80597,0.0011
Default/AtomicAddrClean-op29,4,3189614315.80719,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614315.80849,0.0012
Default/AtomicAddrClean-op30,4,3189614315.80981,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614315.81111,0.00118
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614315.81241,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614315.81374,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614317.71486,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614317.71936,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614317.72063,0.00109
Default/AtomicAddrClean-op28,4,3189614317.72183,0.00112
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614317.72306,0.00107
Default/Mul-op7,4,3189614317.72424,0.0011
Default/AtomicAddrClean-op29,4,3189614317.72546,0.00111
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614317.72668,0.0012
Default/AtomicAddrClean-op30,4,3189614317.72799,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614317.72929,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614317.73056,0.00117
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614317.73185,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614319.42847,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614319.43297,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614319.43427,0.00109
Default/AtomicAddrClean-op28,4,3189614319.43547,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614319.43672,0.0011
Default/Mul-op7,4,3189614319.43793,0.00111
Default/AtomicAddrClean-op29,4,3189614319.43915,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614319.44045,0.00119
Default/AtomicAddrClean-op30,4,3189614319.44175,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614319.44305,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614319.44433,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614319.44564,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614321.27927,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614321.28378,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614321.28508,0.00109
Default/AtomicAddrClean-op28,4,3189614321.28628,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614321.28757,0.0011
Default/Mul-op7,4,3189614321.28878,0.00116
Default/AtomicAddrClean-op29,4,3189614321.29005,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614321.29135,0.00121
Default/AtomicAddrClean-op30,4,3189614321.29267,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614321.29397,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614321.29527,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614321.29657,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614323.20942,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614323.21393,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614323.21523,0.00108
Default/AtomicAddrClean-op28,4,3189614323.21642,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614323.21769,0.0011
Default/Mul-op7,4,3189614323.2189,0.0011
Default/AtomicAddrClean-op29,4,3189614323.22012,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614323.22141,0.00121
Default/AtomicAddrClean-op30,4,3189614323.22273,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614323.22402,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614323.22533,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614323.22662,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614324.97688,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614324.98138,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614324.98268,0.00109
Default/AtomicAddrClean-op28,4,3189614324.98388,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614324.98514,0.00107
Default/Mul-op7,4,3189614324.98632,0.00115
Default/AtomicAddrClean-op29,4,3189614324.98759,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614324.98888,0.00118
Default/AtomicAddrClean-op30,4,3189614324.99017,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614324.99147,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614324.99275,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614324.99406,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614326.73642,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614326.74092,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614326.74219,0.00109
Default/AtomicAddrClean-op28,4,3189614326.7434,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614326.7447,0.00106
Default/Mul-op7,4,3189614326.74587,0.00111
Default/AtomicAddrClean-op29,4,3189614326.74709,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614326.74839,0.0012
Default/AtomicAddrClean-op30,4,3189614326.7497,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614326.75099,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614326.75227,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614326.75356,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614328.48549,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614328.49024,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614328.49178,0.00109
Default/AtomicAddrClean-op28,4,3189614328.49322,0.0011
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614328.49468,0.00107
Default/Mul-op7,4,3189614328.49613,0.00115
Default/AtomicAddrClean-op29,4,3189614328.49764,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614328.4992,0.00119
Default/AtomicAddrClean-op30,4,3189614328.50075,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614328.50232,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614328.50383,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614328.50539,0.00119
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614330.33451,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614330.33902,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614330.34032,0.00108
Default/AtomicAddrClean-op28,4,3189614330.34151,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614330.34281,0.00107
Default/Mul-op7,4,3189614330.34399,0.0011
Default/AtomicAddrClean-op29,4,3189614330.34521,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614330.34651,0.0012
Default/AtomicAddrClean-op30,4,3189614330.34782,0.0012
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614330.34914,0.00118
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614330.35044,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614330.35173,0.00119
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614332.20131,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614332.20582,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614332.20709,0.00108
Default/AtomicAddrClean-op28,4,3189614332.20828,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614332.20953,0.00107
Default/Mul-op7,4,3189614332.21071,0.0011
Default/AtomicAddrClean-op29,4,3189614332.21192,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614332.21322,0.00118
Default/AtomicAddrClean-op30,4,3189614332.21451,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614332.21581,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614332.21708,0.00121
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614332.2184,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614333.965,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614333.96951,0.00126
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614333.97089,0.00108
Default/AtomicAddrClean-op28,4,3189614333.97208,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614333.97333,0.00107
Default/Mul-op7,4,3189614333.97451,0.0011
Default/AtomicAddrClean-op29,4,3189614333.97573,0.00114
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614333.97698,0.00121
Default/AtomicAddrClean-op30,4,3189614333.9783,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614333.97962,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614333.98089,0.00119
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614333.98219,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614335.73252,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614335.73703,0.00121
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614335.73835,0.00108
Default/AtomicAddrClean-op28,4,3189614335.73955,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614335.74084,0.00107
Default/Mul-op7,4,3189614335.74202,0.00111
Default/AtomicAddrClean-op29,4,3189614335.74324,0.00115
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614335.7445,0.00118
Default/AtomicAddrClean-op30,4,3189614335.74579,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614335.74709,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614335.74836,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614335.74966,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614337.44366,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614337.44817,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614337.44947,0.00108
Default/AtomicAddrClean-op28,4,3189614337.45066,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614337.45191,0.0011
Default/Mul-op7,4,3189614337.45312,0.0011
Default/AtomicAddrClean-op29,4,3189614337.45434,0.00114
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614337.45559,0.00123
Default/AtomicAddrClean-op30,4,3189614337.45693,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614337.45822,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614337.45949,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614337.46084,0.00117
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614339.17851,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614339.18302,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614339.18429,0.00107
Default/AtomicAddrClean-op28,4,3189614339.18548,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614339.18677,0.0011
Default/Mul-op7,4,3189614339.18798,0.00111
Default/AtomicAddrClean-op29,4,3189614339.1892,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614339.1905,0.00121
Default/AtomicAddrClean-op30,4,3189614339.19182,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614339.19312,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614339.19439,0.00117
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614339.19567,0.00123
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614340.87579,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614340.88029,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614340.88157,0.00109
Default/AtomicAddrClean-op28,4,3189614340.88277,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614340.88406,0.0011
Default/Mul-op7,4,3189614340.88527,0.00111
Default/AtomicAddrClean-op29,4,3189614340.88649,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614340.88779,0.00119
Default/AtomicAddrClean-op30,4,3189614340.88909,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614340.89038,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614340.89165,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614340.89294,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614342.62631,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614342.63082,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614342.63209,0.00109
Default/AtomicAddrClean-op28,4,3189614342.63329,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614342.63454,0.00107
Default/Mul-op7,4,3189614342.63572,0.00116
Default/AtomicAddrClean-op29,4,3189614342.63699,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614342.63829,0.00119
Default/AtomicAddrClean-op30,4,3189614342.63959,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614342.64088,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614342.64215,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614342.64349,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614344.33454,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614344.33904,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614344.34031,0.00109
Default/AtomicAddrClean-op28,4,3189614344.34151,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614344.34276,0.00107
Default/Mul-op7,4,3189614344.34394,0.00116
Default/AtomicAddrClean-op29,4,3189614344.34521,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614344.34651,0.00119
Default/AtomicAddrClean-op30,4,3189614344.34781,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614344.34913,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614344.3504,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614344.35174,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614346.03949,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614346.044,0.00115
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614346.04527,0.00109
Default/AtomicAddrClean-op28,4,3189614346.04647,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614346.04772,0.0011
Default/Mul-op7,4,3189614346.04893,0.00111
Default/AtomicAddrClean-op29,4,3189614346.05015,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614346.05145,0.0012
Default/AtomicAddrClean-op30,4,3189614346.05276,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614346.05405,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614346.05532,0.00123
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614346.05666,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614347.75281,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614347.75755,0.0012
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614347.75912,0.00109
Default/AtomicAddrClean-op28,4,3189614347.76056,0.00112
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614347.76205,0.00107
Default/Mul-op7,4,3189614347.76348,0.00115
Default/AtomicAddrClean-op29,4,3189614347.76501,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614347.76655,0.0012
Default/AtomicAddrClean-op30,4,3189614347.76811,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614347.76967,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614347.77119,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614347.77279,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614349.45026,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614349.45477,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614349.45607,0.00108
Default/AtomicAddrClean-op28,4,3189614349.45726,0.00112
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614349.4585,0.00107
Default/Mul-op7,4,3189614349.45969,0.0011
Default/AtomicAddrClean-op29,4,3189614349.4609,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614349.4622,0.00121
Default/AtomicAddrClean-op30,4,3189614349.46352,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614349.46482,0.00118
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614349.46612,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614349.46745,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614351.21354,0.0044
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614351.21805,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614351.21932,0.00109
Default/AtomicAddrClean-op28,4,3189614351.22053,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614351.22178,0.00111
Default/Mul-op7,4,3189614351.223,0.00109
Default/AtomicAddrClean-op29,4,3189614351.2242,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614351.2255,0.00122
Default/AtomicAddrClean-op30,4,3189614351.22683,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614351.22813,0.00117
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614351.22941,0.00117
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614351.23069,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614352.8922,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614352.89671,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614352.89801,0.00109
Default/AtomicAddrClean-op28,4,3189614352.89921,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614352.90047,0.00107
Default/Mul-op7,4,3189614352.90165,0.00111
Default/AtomicAddrClean-op29,4,3189614352.90287,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614352.90417,0.00119
Default/AtomicAddrClean-op30,4,3189614352.90547,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614352.90677,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614352.90805,0.0012
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614352.90936,0.00119
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614354.57286,0.00452
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614354.5775,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614354.57877,0.00109
Default/AtomicAddrClean-op28,4,3189614354.57997,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614354.58123,0.00106
Default/Mul-op7,4,3189614354.58241,0.0011
Default/AtomicAddrClean-op29,4,3189614354.58363,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614354.58493,0.0012
Default/AtomicAddrClean-op30,4,3189614354.58624,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614354.58756,0.00117
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614354.58884,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614354.59017,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614356.25443,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614356.25893,0.00116
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614356.2602,0.00108
Default/AtomicAddrClean-op28,4,3189614356.26139,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614356.26269,0.00107
Default/Mul-op7,4,3189614356.26387,0.0011
Default/AtomicAddrClean-op29,4,3189614356.26509,0.00114
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614356.26634,0.0012
Default/AtomicAddrClean-op30,4,3189614356.26765,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614356.26895,0.00119
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614356.27026,0.00122
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614356.2716,0.00118
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614357.94946,0.00439
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614357.95396,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614357.95527,0.00108
Default/AtomicAddrClean-op28,4,3189614357.95647,0.0011
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614357.95768,0.00107
Default/Mul-op7,4,3189614357.95886,0.00111
Default/AtomicAddrClean-op29,4,3189614357.96008,0.00118
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614357.96138,0.0012
Default/AtomicAddrClean-op30,4,3189614357.96269,0.00121
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614357.96401,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614357.96528,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614357.96658,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614359.66508,0.00451
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614359.6697,0.00119
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614359.671,0.00109
Default/AtomicAddrClean-op28,4,3189614359.6722,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614359.67345,0.00111
Default/Mul-op7,4,3189614359.67467,0.0011
Default/AtomicAddrClean-op29,4,3189614359.67589,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradMatMul/MatMul-op12,4,3189614359.6772,0.0012
Default/AtomicAddrClean-op30,4,3189614359.67851,0.00119
Gradients/Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/gradBiasAdd/BiasAddGrad-op11,4,3189614359.67981,0.00116
Default/optimizer-Momentum/ApplyMomentum-op16,4,3189614359.68108,0.00118
Default/optimizer-Momentum/ApplyMomentum-op18,4,3189614359.68238,0.00122
Default/network-WithLossCell/_backbone-LinearNet/fc-Dense/MatMul-op26,4,3189614361.35885,0.00438
Default/network-WithLossCell/_loss_fn-MSELoss/Sub-op6,4,3189614361.36335,0.00118
Default/network-WithLossCell/_loss_fn-MSELoss/Square-op8,4,3189614361.36465,0.00108
Default/AtomicAddrClean-op28,4,3189614361.36584,0.00114
Default/network-WithLossCell/_loss_fn-MSELoss/ReduceMean-op9,4,3189614361.3671,0.0011
Default/Mul-op7,4,3189614361.36831,0.0011
